# g	 T	 Q2	 P2	 Ntot	 Energy	 Cv	 beta	 Nc
0.001	0.001	0.004411293193478751	78.55627378749743	1008.1726854731327	0.025590847926849732	0.0003405905164321093	106.03844897003698	1003.9112991591686
0.001	0.0013869188565300285	0.004436780582717691	79.4063347729399	1008.2239023663001	0.025886117444052736	0.0013778443018774681	76.45483575831827	1003.9367866129355
0.001	0.00192354391459856	0.0045340298522506305	82.67112443407953	1008.4193343685688	0.02702395660432198	0.0031468026405894276	55.12211193063871	1004.0340361304537
0.001	0.0026677993265203275	0.004767404680631612	90.68334231609346	1008.8883731619202	0.02983273497238882	0.004918823196718429	39.73813474169003	1004.2674115674376
0.001	0.0037000211913891527	0.0051769961802670605	105.52243621106923	1009.7117884713789	0.03507308173900923	0.00617757083677041	28.64430714773765	1004.6770041942905
0.001	0.005131629159898318	0.005773408070294971	129.20335730305928	1010.9113566101402	0.04348989167004219	0.0069439963051639115	20.64502371893762	1005.2734178833017
0.001	0.007117153246582319	0.006558423841947196	164.45135877704297	1012.4916244055337	0.05607813378998159	0.007409436545929113	14.877782726314143	1006.0584363328943
0.001	0.00987091404249892	0.007539116403673365	215.23093437811067	1014.4698734629782	0.07428651610753505	0.007751040880135068	10.720241955240498	1007.0391327529892
0.001	0.013690156816728805	0.008731453926444829	287.1462748346739	1016.8878349996438	0.10018859996582657	0.00813018816528511	7.723406656163001	1008.2314757408399
0.001	0.018987136637974283	0.010159883041509863	387.9568976183813	1019.8157958556523	0.13670640638551565	0.008859093368815199	5.563417108779537	1009.6599125181501
0.001	0.02633361783471869	0.011856337766904552	528.30073112973	1023.3569192746781	0.1879395564607869	0.010790375574847043	4.006717936903011	1011.3563779128835
0.001	0.036522591135626795	0.013859501055422059	722.6742372695751	1027.6627740928216	0.259657405959708	0.015988434688878596	2.8848941685784895	1013.3595559820973
0.001	0.05065387033533725	0.016214134253216588	990.74196406377	1032.9684822594054	0.3600597715328346	0.029896722493163254	2.0765067686901513	1015.714209571331
0.001	0.07025280792430623	0.01897052157738576	1359.1940814432558	1039.6701952167066	0.5010667317122174	0.06821962239549195	1.4939846102579133	1018.4706249349524
0.001	0.09743494403440249	0.022184055714423598	1864.7255092766186	1048.5044820652192	0.7008512499315177	0.17879633472226508	1.0741629578959675	1021.6841975642612
0.001	0.13513436116626068	0.02591571782265856	2559.8995612929493	1060.9779378761277	0.9898075019733996	0.510371231048252	0.771448783107835	1025.4159126417212
0.001	0.1874203936666262	0.03023498256820727	3528.391636783842	1080.4227288217025	1.427258356182514	1.4788518444900547	0.5528749663065098	1029.735251248734
0.001	0.259936878074525	0.03522468658934053	4942.598095769296	1114.4975692787175	2.154049981703599	3.955677557817049	0.3945306383079378	1034.725063244864
0.001	0.3605113577091053	0.04099039569551874	7157.455559851444	1180.7089979112086	3.5158870324992932	9.25493720724534	0.27904554917682606	1040.4909417115823
0.001	0.5000000000000001	0.047838777076090556	10112.638507225856	1318.9110411056752	6.120726880508217	19.11992052332814	0.193909834923657	1047.339549715728
