# g	 T	 Q2	 P2	 Ntot	 Energy	 Cv	 beta	 Nc
0.0001	0.001	0.007336918538669105	166.45819430855653	1013.7197272080343	0.007759543288702478	0.0076302490591631375	105.84468211662738	1006.8369290568767
0.0001438449888287663	0.001	0.006375075605328994	129.17848737285522	1011.9530577432537	0.008347164679918676	0.0071152776803969095	105.90624091937119	1005.8750838246413
0.00020691380811147902	0.001	0.005643801952527992	104.99457908348789	1010.4879818973718	0.009345319963948072	0.00628070540099669	105.95739961729274	1005.1438087110433
0.00029763514416313193	0.001	0.005124457336664254	90.30035012264753	1009.454536034952	0.011011998657088793	0.004993664978132974	105.99354583476462	1004.62446325922
0.00042813323987193956	0.001	0.004788819422606491	82.52668545690601	1008.8000732344042	0.013699618273289076	0.0032870663888553576	106.016462115534	1004.2888249928651
0.0006158482110660267	0.001	0.004584711592188666	79.35417879463974	1008.4267146971727	0.017754180876566692	0.0016134388894153038	106.02954429813863	1004.0847171737904
0.0008858667904100823	0.001	0.004449346451800185	78.57464208343809	1008.2190327952773	0.023364139343762292	0.0005401134940392944	106.03682410040602	1003.9493522920465
0.0012742749857031334	0.001	0.004340603898937179	78.66805165007582	1008.1082373297439	0.030590748851411085	0.00011586328484368228	106.0407085936516	1003.8406101623669
0.0018329807108324356	0.001	0.004244224883556187	78.97458130571252	1008.0889052088535	0.03952878313294239	1.5091649839050431e-05	106.0413864368733	1003.7442316984468
0.0026366508987303583	0.001	0.004159100248038842	79.2939549962877	1008.1930560365181	0.050383516341045056	1.1191292902867231e-06	106.03773479547777	1003.6591077327034
0.00379269019073225	0.001	0.004085967236041164	79.56123497405501	1008.4729479370623	0.06348500295781939	4.3211177547983276e-08	106.02792397231806	1003.5859755093643
0.005455594781168515	0.001	0.0040241238894115185	79.74514881739277	1009.0025898484804	0.07932607412673445	7.620881994297504e-10	106.00936879660068	1003.5241330804339
0.007847599703514606	0.001	0.003971366208342243	79.83264338062072	1009.889408020445	0.09863982265444719	5.050461399756417e-12	105.9783295674776	1003.4713764711215
0.011288378916846883	0.001	0.003924513412973742	79.82689115949813	1011.2924517598483	0.12252067918738896	9.537953829081039e-15	105.9292962574604	1003.4245249482701
0.01623776739188721	0.001	0.0038798639333861335	79.74627839528752	1013.4484721577469	0.15261699066540751	1.1354849020767458e-88	105.85412457775425	1003.3798770189493
0.023357214690901212	0.001	0.003833508904255376	79.62496106258608	1016.7094070418084	0.19144995622585267	9.704410736594836e-98	105.74083323987686	1003.3335239368666
0.03359818286283781	0.001	0.003774852631323488	79.58621209815072	1021.59493298044	0.24360000650810315	1.5467430853149062e-15	105.57200400200588	1003.2748703058135
0.04832930238571752	0.001	0.0037143754841030283	79.57493300371786	1028.803685272874	0.31364303922492814	3.8381418675956855e-117	105.32484738971739	1003.2143965617544
0.06951927961775606	0.001	0.003651081629511645	79.62254626361295	1039.269689567688	0.4103751718293435	6.1167011960446e-15	104.9700945885778	1003.1511072044398
0.1	0.001	0.003609997907511874	79.42795038117129	1053.6854120637677	0.5395377430435816	6.060785457891965e-15	104.48918773890817	1003.1100288142737
