# g	 T	 Q2	 P2	 Ntot	 Energy	 Cv	 beta	 Nc
0.01	0.001	0.003939695481090241	79.83836884113411	1010.7547516118705	0.11396554460678757	8.918239420446804e-14	105.94807697585603	1003.4397065659283
0.01	0.0013869188565300285	0.003939696562163767	79.8383451260225	1010.7547500328918	0.11396538640802993	3.9302766421955264e-10	76.39097019424801	1003.4397076469651
0.01	0.00192354391459856	0.003939696830413229	79.83835511358326	1010.7547505732771	0.11396540124732728	1.379705994950518e-07	55.07962475307245	1003.4397079152159
0.01	0.0026677993265203275	0.003939726021480445	79.83944214533908	1010.7548093804027	0.11396701650017894	7.866574087055826e-06	39.71365983347764	1003.4397371064339
0.01	0.0037000211913891527	0.003940567560639496	79.87078275571609	1010.7565047271827	0.11401358959089172	0.0001209145857544694	28.63443484275251	1003.4405786499418
0.01	0.005131629159898318	0.0039496825082435865	80.21033132937617	1010.774867618011	0.11451829344561831	0.0007206973789699837	20.64595293728481	1003.449693644666
0.01	0.007117153246582319	0.003997192014156668	81.98404744255551	1010.8705815437511	0.11715766035217345	0.002165129984955509	14.885731202836771	1003.49720339673
0.01	0.00987091404249892	0.004140489249647264	87.39422478350222	1011.1592948828862	0.12523216465672235	0.004027321789495579	10.731928719703555	1003.6405013830245
0.01	0.013690156816728805	0.004432984182266101	98.82501404064062	1011.748758878785	0.1423749055274161	0.005547293949676863	7.73646133366226	1003.9329979018877
0.01	0.018987136637974283	0.004897444100110042	118.31405700811841	1012.6854588030106	0.17175290728839543	0.006545933630340502	5.576443956624692	1004.3974605239655
0.01	0.02633361783471869	0.005536506992440714	148.20728395076668	1013.9784199445695	0.21699666296602804	0.007670164141527965	4.0190330381191375	1005.0365275636537
0.01	0.036522591135626795	0.006352214137525749	191.916871608443	1015.6544542720525	0.2833735994983055	0.011676317076393975	2.896219244661055	1005.852240772166
0.01	0.05065387033533725	0.007354577638084142	254.39207673409814	1017.824933284722	0.3786887394330489	0.02703007357385984	2.086754439688382	1006.8546129388719
0.01	0.07025280792430623	0.008562572451866162	342.5931380191594	1020.7880915859145	0.5144719041116295	0.07649131714710554	1.5031400859603687	1008.0626199897779
0.01	0.09743494403440249	0.010003203802432784	466.17421361947675	1025.2298844702323	0.7083088289220936	0.22416877423754894	1.0822307009415235	1009.503268499323
0.01	0.13513436116626068	0.011709387227395866	638.4387946199945	1032.7006012083632	0.9893464374865706	0.6544647346417807	0.7784267280326499	1011.2094759117144
0.01	0.1874203936666262	0.013727614262768263	878.2111380324795	1046.7991425716616	1.4130382488148179	1.8293502951813456	0.5587322125709409	1013.2277364449055
0.01	0.259936878074525	0.016114280180890832	1212.608165437358	1075.8344144622017	2.100393935823575	4.60777852738644	0.39920131766633044	1015.6144494457354
0.01	0.3605113577091053	0.01895532588725587	1684.0111403445167	1138.728682463172	3.339989041319184	10.202683994232478	0.282433345798737	1018.4555625030787
0.01	0.5000000000000001	0.02239522278987475	2365.6804262651517	1278.404438585124	5.856413016179209	20.25746872467041	0.19593660617078695	1021.8955589565602
