# g	 T	 Temp	 Q2	 P2	 Ntot	 Energy	 <H_int>	 beta	 Nc
0.0005	0.000630957344480193	0.005950827105557326	0.004611116930084651	78.23427964885451	1008.4561629661433	4.6568233257351184e-05	0.9258688187146098	168.0438672241251	1004.1111222955321
0.0005	0.0007280225943623166	0.006866338525274387	0.004621593379193804	78.56866323346733	1008.4772065187602	0.00011438817149772172	0.895460699310969	145.6380276502663	1004.1215987675325
0.0005	0.0008400201733742976	0.007922751412317994	0.004642264181116868	79.23103141019352	1008.5187286816456	0.0002488350202410722	0.8595116650200121	126.21877779040723	1004.1422696148891
0.0005	0.0009692472419676186	0.009141793421462622	0.004678735353534517	80.40278926912426	1008.5919904130985	0.00048733305013396914	0.8190247059627389	109.38772666337576	1004.1787408676809
0.0005	0.0011183543512867959	0.010548557378439356	0.004737034947122474	82.2856979165753	1008.7091027298245	0.0008722045194956934	0.7753411258218013	94.79969289866521	1004.2370405904238
0.0005	0.0012903998081058197	0.012172019072240015	0.004822704065233448	85.07827021753467	1008.8812017468447	0.001446380674903908	0.7299026169799304	82.15563860564754	1004.3227099000887
0.0005	0.0014889124031605995	0.014045632854524696	0.004940071175408831	88.96081218456493	1009.1169931242107	0.002250639502196837	0.684032528488767	71.19650715331474	1004.4400772765861
0.0005	0.0017179637894859923	0.01620801944156229	0.005091981683393241	94.09476626207487	1009.4222109737168	0.003323461700779807	0.6387977985028741	61.697852942827545	1004.591988136738
0.0005	0.0019822519952953374	0.018703762164553894	0.005279968567380076	100.63358420809521	1009.7999620326674	0.0047030350460233175	0.5949664575987396	53.46517942230534	1004.7799754692682
0.0005	0.0022871977843188294	0.021584329127677437	0.005504663116541364	108.7380824784254	1010.2515514014507	0.006430186234248221	0.5530351623001885	46.32990880025578	1005.0046705743852
0.0005	0.002639055840028831	0.024909140446107647	0.005766238800094803	118.59054787652073	1010.7773747713948	0.008551355689561458	0.5132880534790749	40.14590556280163	1005.2662469338187
0.0005	0.0030450430542299928	0.028746802424476463	0.006064767492227333	130.40537286934975	1011.3776368971861	0.0111217244474673	0.47585837581840235	34.78647764832968	1005.5647764364734
0.0005	0.0035134865513164067	0.03317653303257636	0.006400401425198289	144.4355672102967	1012.0527292550594	0.014209861934528662	0.44078425019822054	30.141787239133464	1005.9004113320651
