#T	Unperturbed_Cv	Perturbed_Cv	Bogoliubov_Cv	<H_int>
0.000630957344480193	2.6840074443830142e-89	nan	8.715438053069067e-195	5.60541624357411e-100
0.0007280225943623166	8.352279583398433e-78	nan	3.4933001203241094e-169	2.3261561149161343e-86
0.0008400201733742976	1.3649046267627785e-67	nan	9.667923565667056e-147	1.4477386243522299e-74
0.0009692472419676186	9.514876447925364e-59	nan	2.6749644910020115e-127	2.3658512948359876e-64
0.0011183543512867959	4.308890142010475e-51	nan	1.8604593436830046e-110	1.649256828875933e-55
0.0012903998081058197	1.825129553676341e-44	nan	7.238056307777571e-96	7.468795344301573e-48
0.0014889124031605995	9.917135625497268e-39	nan	3.1534931132169594e-83	3.163580101600088e-41
0.0017179637894859923	9.089690382423824e-34	nan	2.810296690263206e-72	1.7189822424664028e-35
0.0019822519952953374	1.7817009169674525e-29	nan	8.637593715891083e-63	1.5755573935040605e-30
0.0022871977843188294	9.173947781311945e-26	nan	1.4394891740160858e-54	3.088303270813696e-26
0.002639055840028831	1.4829225714065126e-22	nan	1.9234740538899052e-47	1.590162123648106e-22
0.0030450430542299928	8.782254945224257e-20	nan	2.8889822134292236e-41	2.570417400254834e-19
0.0035134865513164067	2.1785034056648183e-17	nan	6.52984644424778e-36	1.522269404676998e-16
0.004053994484292399	2.5418994320310725e-15	nan	2.858486758558872e-31	3.7761183852693766e-14
0.004677653105720716	1.5426183391263882e-13	nan	3.0153780773826366e-27	4.406104286840318e-12
0.005397254155681914	5.311990946583397e-12	nan	9.263970331909847e-24	2.674174191153983e-10
0.0062275572306547435	1.1190478353987417e-10	nan	9.769446960751935e-21	9.210825131855855e-09
0.00718559251471459	1.5390848158269249e-09	nan	4.078150941695678e-18	1.941705161650452e-07
0.00829101008231022	1.4615924332986688e-08	nan	7.625361832999507e-16	2.6746841922431656e-06
0.009566482937099859	1.0057041066511396e-07	nan	7.108957341488234e-14	2.548029237332044e-05
0.01103817205349753	5.226308570351201e-07	nan	3.62611175751104e-12	0.0001763322821370621
0.012736262959305578	2.125725510387454e-06	nan	1.0967582326984577e-10	0.0009250386444364921
0.014695584865175299	6.979757489229148e-06	nan	2.1089001716731566e-09	0.003817063746876806
0.01695632503973868	1.9012477472205823e-05	nan	2.737889273469528e-08	0.012793147805158226
0.019564853082820063	4.4065618203170606e-05	nan	2.527912011271027e-07	0.03582227154582105
0.02257467200323455	8.923222625115361e-05	nan	1.7361316917347959e-06	0.08599015146199651
0.026047515608543806	0.00016312987084390052	nan	9.220030894673226e-06	0.18157716192372414
0.030054614715116112	0.0002814866919692522	nan	3.916096873121844e-05	0.34734949284060945
0.03467815814947782	0.00048369021629705324	nan	0.00013701806150338356	0.6243002299943711
0.04001297850726913	0.0008626525672179707	nan	0.0004054232064319619	1.0993039871558976
0.04616849724607674	0.0016027649022286922	nan	0.0010388796058138907	1.9642003699583843
0.05327096900756246	0.0030155423746285543	nan	0.0023564393911198736	3.6038563656140328
0.061466071201739754	0.005567930596457765	nan	0.004828714831739472	6.70233024620523
0.07092189196785584	0.00991303901065134	nan	0.009109060021841702	12.358082016960411
0.08183237779736027	0.01694415281693941	nan	0.01608890854372085	22.216986975570702
0.09442131153248146	0.027887034985905657	nan	0.026991369502605427	38.65249410378358
0.10894690233236136	0.04442394771839063	nan	0.04349607081325355	65.02552671332295
0.12570708175064838	0.06882276069215215	nan	0.0678686070683103	106.03477535424423
0.1450456145513586	0.10404715638631183	nan	0.10307077232014118	168.13570401729658
0.16735914960075646	0.15385851574074813	nan	0.1528623284398708	259.9946866270332
0.19310535545472002	0.2229753576440678	nan	0.22196028449620384	392.98033472417427
0.22281230750903133	0.31741016819487566	nan	0.31637556494177377	581.7809729400306
0.2570893192506002	0.43884540820798995	nan	0.4377868877914524	845.3575273441826
0.29663943976729373	0.620448345104005	nan	0.6193650759312598	1197.659002556127
0.3422738738503562	0.8636514924412687	nan	0.8625348184501961	1710.4176945641873
0.39492862045731986	1.1865323196978566	nan	1.1853672820865229	2396.594043762958
0.45568367080366823	1.6593716372769787	nan	1.658140140806207	3341.402231569758
0.525785159851554	2.3770298635249114	nan	2.375698299349345	4676.398052005615
0.6066709255404349	3.0211204762079995	nan	3.0195994337059924	6630.01360162581
0.7	3.0031373145711413	nan	3.0016169945397277	8749.189440348287
