# g	 T	 Temp	 Q2	 P2	 Ntot	 Energy	 <H_int>	 beta	 Nc
0.0001	0.001	0.009447805784877573	0.0073369185386692164	166.45819430854598	1013.7197272080344	0.004555872827211787	0.07019607785248759	105.84468211662738	1006.8369290568767
0.0001	0.0012389903709420908	0.01171101141142086	0.008017966713245327	198.01299990996688	1015.0897577905719	0.0062601435670882844	0.0617600016550461	85.38972125198136	1007.5179792254337
0.0001	0.0015350971392872196	0.014517277215984318	0.008794842348425687	237.65104251816004	1016.6534758425619	0.008434103226960504	0.05451094043617105	68.8834404084359	1008.2948573654166
0.0001	0.0019019705740376145	0.017997199458912636	0.009673658585868373	287.1542483451468	1018.4235557158584	0.011189994132781775	0.04822903992874301	55.56420054592308	1009.1736767311008
0.0001	0.002356523227047805	0.022312885338558804	0.010661900882705555	348.70084163127086	1020.4155160770213	0.014667234252272556	0.042748163345228414	44.8171531752509	1010.1619229172904
0.0001	0.002919709587213616	0.027665591775094495	0.011768297137957118	424.9405174000609	1022.647479047733	0.019038606986529028	0.037939941228997305	36.1459826389918	1011.2683239904824
0.0001	0.003617492064504977	0.0343052268104609	0.013002687305464774	519.0825037914773	1025.139931582129	0.02451791251940507	0.033703105405252946	29.150076911751068	1012.5027201073696
0.0001	0.004482037834881091	0.042542170765555394	0.014375893814370785	634.9986471722947	1027.9154922451958	0.03136943355227259	0.029956261808618996	23.506087771375736	1013.8759339418414
0.0001	0.005553201719615808	0.052761987455412655	0.015899600167157597	777.3465593821371	1030.9986993815705	0.03991972902147393	0.026632894177890342	18.953038887040897	1015.3996492908076
0.0001	0.006880363458503046	0.06544373567703696	0.01758620840782497	951.7207525544983	1034.4157644332329	0.05057284291751347	0.023677918849684135	15.280301310043983	1017.086268551936
0.0001	0.008524704073667096	0.08118276680581055	0.019448671321116537	1164.847676061589	1038.1942921577258	0.06383632526250883	0.02104534774985292	12.317885178661173	1018.9487449352298
0.0001	0.010562026262404352	0.10071911803177151	0.021500349821292345	1424.8574561497737	1042.3631272407847	0.08041221363353235	0.018697379347907956	9.928601635337527	1021.0004398689666
0.0001	0.013086248836756471	0.12497288742460987	0.023754797568329666	1741.6846278548494	1046.9523508126247	0.10157001661056149	0.016607164113479102	8.001735581273593	1023.254907641263
0.0001	0.016213736300493404	0.15508835142929345	0.026225541919823913	2127.716440435487	1051.9939669148378	0.13020281240725406	0.014767094238810969	6.447937519381727	1025.725676392944
0.0001	0.020088663153305576	0.1924889972782559	0.028925443988462383	2598.8944470782044	1057.5225763882477	0.1727530717442305	0.0131979811551432	5.195102131237309	1028.4256082447412
0.0001	0.024889660212044785	0.2389463469131758	0.03186673265953038	3177.238331424118	1063.5779118097637	0.24189056909134332	0.011948739350665386	4.185039917615325	1031.36693347424
0.0001	0.030838049338743966	0.2966658131808705	0.03505925219965345	3896.996116453497	1070.2046595295556	0.36100491674674334	0.011084083401230654	3.3707962143596317	1034.5594985134785
0.0001	0.038208046189340886	0.36839271005202895	0.03850165828508617	4818.352701608726	1077.4413011107165	0.5742316213250271	0.010672430804930579	2.7144945399673293	1038.001962844981
0.0001	0.047339401321103994	0.4575476547920011	0.042188696326021756	6024.6064004259815	1085.3398370231628	0.966438828412976	0.01078815271228855	2.1855646937029873	1041.6890771451988
0.0001	0.05865306240301117	0.5683985364663315	0.04612734008652754	7532.066447452408	1093.9860961279228	1.7014657948789806	0.011522070479712262	1.759328949396818	1045.6278162104795
0.0001	0.0726705795435964	0.7062798707092965	0.05035068434450886	9175.569095608496	1103.5185610457274	3.110127139928963	0.01299037964869857	1.4158693196164982	1049.851264385303
0.0001	0.09003814830529722	0.877925191153421	0.0550027740863896	10653.037618774062	1114.3404481703174	5.888777936957415	0.015345002491613642	1.139049215214108	1054.5034475588216
0.0001	0.11155639876771924	1.091853289235061	0.06023881449216916	11703.217023135812	1127.027281564801	11.56227930008166	0.018781526092960937	0.915873963891786	1059.739554396911
0.0001	0.13821730389018025	1.358939070410551	0.0662181887426327	12219.787705702625	1142.4513899797196	23.50231550148103	0.023574540707684635	0.7358681649339058	1065.718961356633
0.0001	0.17124990861751013	1.6932326110252018	0.07308374201063432	12240.026781290637	1161.940405785604	49.17151129746785	0.030131176941661713	0.5905863101671127	1072.5845159632763
0.0001	0.212176987801808	2.1132535729504127	0.08097389670273249	11874.407324395166	1187.6405674826551	104.807075356159	0.03907906671906597	0.47320397930469504	1080.474647603371
0.0001	0.26288524482193754	2.644135593059202	0.09004821143502718	11245.657394150041	1223.1439214999825	224.521881773769	0.05142153310999539	0.37819543090943525	1089.5489226486109
0.0001	0.3257122869971348	3.3212757916852866	0.10051964193871983	10456.629722346226	1274.4929014232034	477.31182699595365	0.06881799298607841	0.30108911837537544	1100.0203033306177
0.0001	0.4035543872869771	4.196641029734439	0.11269558138198096	9580.838077719352	1351.8368300417649	999.6884415026074	0.09406867147948317	0.23828580832020302	1112.196187464778
0.0001	0.5000000000000001	5.349770493801389	0.12703337197966488	8666.34037889918	1472.3818902761577	2062.5167296282434	0.13188221752093152	0.18692390657854738	1126.5339203043247
