# g	 T	 Temp	 Q2	 P2	 Ntot	 Energy	 <H_int>	 beta	 Nc
0.01	0.001	0.009438585659538513	0.003939695481090421	79.83836884113843	1010.754751611862	2.6228491792631587e-15	nan	105.94807697585632	1003.4397065659285
0.01	0.0012389903709420908	0.011694316741387933	0.003939696561791126	79.83834511212484	1010.7547500321434	1.35550202733085e-12	nan	85.51162262099936	1003.4397076465923
0.01	0.0015350971392872196	0.014489145837362853	0.003939696565557586	79.83834525234636	1010.7547500397442	2.099108293048102e-10	nan	69.01718094529225	1003.4397076503589
0.01	0.0019019705740376145	0.01795191217827004	0.003939696783707936	79.8383533745523	1010.7547504792133	1.2289954564074502e-08	nan	55.7043723292304	1003.4397078685104
0.01	0.002356523227047805	0.022242246413166255	0.003939702487909063	79.83856578081598	1010.7547619706099	3.2819068647495157e-07	nan	44.95948751867311	1003.439713572741
0.01	0.002919709587213616	0.027557930562958525	0.003939780533422985	79.84147217550061	1010.7549191985412	4.650659459442926e-06	nan	36.28719499511807	1003.439791618658
0.01	0.003617492064504977	0.03414402488815993	0.003940409927540302	79.86491203436101	1010.7561871623848	3.951157386336432e-05	nan	29.287701238372996	1003.4404210160282
0.01	0.004482037834881091	0.04230421064558189	0.0039437040197192914	79.98760303211152	1010.7628233957324	0.00022200873051796694	nan	23.63830892337987	1003.4437151252328
0.01	0.005553201719615808	0.052414930690454054	0.003955795189154732	80.43814595425732	1010.7871822259649	0.0008925327579960401	nan	19.078533288647897	1003.455806357192
0.01	0.006880363458503046	0.06494302411313141	0.003988932436930069	81.67512159384916	1010.8539413620612	0.0027362429283883413	nan	15.398112632666903	1003.4889437766315
0.01	0.008524704073667096	0.0804676014785633	0.004060394467899659	84.35761088556072	1010.9979162242205	0.006747311829582544	nan	12.427361840360081	1003.5604061798693
0.01	0.010562026262404352	0.09970700337946069	0.004187533015484509	89.19475922626835	1011.2540872412497	0.014019630320741	nan	10.029385761341581	1003.6875453987284
0.01	0.013086248836756471	0.1235520240412171	0.004382614467601473	96.81421737775726	1011.6472320083681	0.025564842740587894	nan	8.09375651884423	1003.8826279081942
0.01	0.016213736300493404	0.1531070938794382	0.004651388098548624	107.76935622173546	1012.1890864998352	0.04236021491736896	nan	6.531376010489981	1004.1514030592946
0.01	0.020088663153305576	0.18974154011054092	0.004995184167515331	122.64730087284936	1012.8827648306748	0.06581737160458438	115376.91045999687	5.270327200977778	1004.4952011925976
0.01	0.024889660212044785	0.23515343635653807	0.005413861023863737	142.18003513261564	1013.7295641306537	0.09953751876182522	28.21536909878779	4.2525425760047435	1004.9138807589069
0.01	0.030838049338743966	0.2914492071567964	0.005907841744056612	167.31884061516527	1014.7357581560383	0.1547784158808176	1.0083108917359758	3.4311295946055234	1005.4078649665271
0.01	0.038208046189340886	0.36124321198289094	0.006479036523615772	199.28512165514303	1015.9202612954955	0.26362003346872864	1.0000146506758063	2.768218105776785	1005.9790641803312
0.01	0.047339401321103994	0.4477830013446421	0.007131072625418287	239.61980010974509	1017.3246127307758	0.5053224394211207	1.0000116089689746	2.2332245685903938	1006.6311058770553
0.01	0.05865306240301117	0.5551080650655428	0.007869227069782235	290.244780210784	1019.0266942484202	1.0571749545062623	1.000012594242502	1.8014510379738906	1007.3692673442418
0.01	0.0726705795435964	0.6882535987960757	0.008700287115410377	353.5429544874249	1021.1619609792735	2.2991123281203754	1.0000138940850816	1.4529528094720394	1008.2003361729265
0.01	0.09003814830529722	0.853517903972511	0.0096324390831958	432.4614185450626	1023.9606540195896	5.040016331332024	1.0000125769012354	1.1716215856114094	1009.1324990970329
0.01	0.11155639876771924	1.0588246948833409	0.010673708744532415	530.5913718307135	1027.8121659168303	11.01044807632007	0.9999704798625462	0.9444434048737199	1010.173782414791
0.01	0.13821730389018025	1.3142466522035896	0.011838041734517345	652.5547468928094	1033.3998957147276	23.93328029804893	0.9998299863856448	0.7608921798075772	1011.3381323861241
0.01	0.17124990861751013	1.6327906726871921	0.01313687968426531	803.9710810730109	1041.898742897304	51.7526786824201	0.9993365319478683	0.6124483785507138	1012.6369914746386
0.01	0.212176987801808	2.031683204326196	0.014585701852095508	992.0583243019842	1055.3539965371738	111.04595286990624	0.9981605104109906	0.49220272032107887	1014.0858400100585
0.01	0.26288524482193754	2.5345514411798074	0.01620407007051519	1226.2751611703552	1077.28279706796	235.3010281526054	0.9964185676853495	0.3945471312014525	1015.7042412705472
0.01	0.3257122869971348	3.17527019577163	0.018017990768733193	1519.5080150881909	1113.6908764013108	490.4786210342956	0.995501300652707	0.31493382872791637	1017.5182037314543
0.01	0.4035543872869771	4.00496872580534	0.02006342609451964	1890.1586203832771	1174.9413672471544	1006.1889016312344	0.9970346206791351	0.24968983991227417	1019.5636926090602
0.01	0.5000000000000001	5.103691543620925	0.02239522279019508	2365.680426294436	1278.4044385837003	2033.0172859380625	0.9977261690829885	0.19593660617085967	1021.8955589568806
