# g	 T	 Temp	 Q2	 P2	 Ntot	 Energy	 <H_int>	 beta	 Nc
0.0001	0.001	0.009447805784877573	0.0073369185386692164	166.45819430854598	1013.7197272080344	0.004555872827211787	0.07019607785248759	105.84468211662738	1006.8369290568767
0.0001268961003167922	0.001	0.009444215398024074	0.0066796152286458165	140.31619238020917	1012.5644548339168	0.003971700970195556	0.15436538673832534	105.88492085951584	1006.1796241315651
0.00016102620275609394	0.001	0.009440749663273148	0.0061243476939197	120.47113315760095	1011.4501244111323	0.003338077578917554	0.20873093448222962	105.92379161267748	1005.6243553822171
0.00020433597178569417	0.001	0.009437889472988646	0.0056653792355088025	105.65380947762206	1010.5311094305368	0.002675979913241874	0.28531079125417425	105.95589224285918	1005.1653860330382
0.0002592943797404667	0.001	0.009435607384517496	0.005297858865838537	94.93275843943448	1009.7982452162552	0.002013679873279776	0.390827883988749	105.98151865039014	1004.7978650418528
0.00032903445623126676	0.001	0.00943386640925625	0.005015253503544109	87.56273338378213	1009.239391079419	0.0013943320589454276	0.5285219671562249	106.00107703654014	1004.5152592857366
0.00041753189365604	0.001	0.00943260567830743	0.004807018720449794	82.88829030597533	1008.8348244102963	0.0008682847980314327	0.6896455918521806	106.01524479070966	1004.3070243019449
0.0005298316906283707	0.001	0.009431733247046417	0.0046573989291857675	80.25884111438093	1008.5549258333015	0.0004750165364959902	0.8444372129354027	106.02505115516851	1004.1574044697861
0.0006723357536499335	0.001	0.009431141722640368	0.004547866094744895	79.0203442002182	1008.3651789152203	0.0002235986292495354	0.950691728052937	106.03170108232	1004.0478717200951
0.0008531678524172806	0.001	0.009430737174043923	0.004461656608008801	78.59670767373117	1008.2354230812556	8.90136737102979e-05	0.9927687370412404	106.03624950468189	1003.9616624128703
0.001082636733874054	0.001	0.009430462953293407	0.004387467536611835	78.57649754616006	1008.1474752262429	2.952989204675675e-05	0.9997102642105558	106.03933284640807	1003.8874735932079
0.0013738237958832637	0.001	0.00943030260063913	0.004319775413754162	78.72442728306258	1008.0960494238502	8.047432621346132e-06	0.9999987235402058	106.04113593684957	1003.8197817813157
0.0017433288221999873	0.001	0.00943026875022659	0.004256872837981982	78.92929752172333	1008.0851936710366	1.7734414003491142e-06	1.0000001860184675	106.04151657671179	1003.7568795696931
0.00221221629107045	0.001	0.00943039126016503	0.004198721084107445	79.14350292733928	1008.124482708086	3.1023305017305814e-07	1.2656691991329636	106.0401389944557	1003.6987282308087
0.0028072162039411755	0.001	0.009430711021463136	0.004145632956009683	79.34488669680431	1008.2270352262833	4.2106223523854086e-08	nan	106.03654355690925	1003.6456405680298
0.003562247890262444	0.001	0.009431279210829166	0.004097729595029686	79.5204769408122	1008.4092797231394	4.307399481677384e-09	nan	106.03015536341898	1003.5977377236087
0.004520353656360241	0.001	0.00943215986165449	0.0040548090023146445	79.661631366212	1008.6917883955907	3.199754890127976e-10	nan	106.02025566438932	1003.5548177014323
0.005736152510448681	0.001	0.009433434335368236	0.0040163706630358675	79.76304188401521	1009.1007270374213	1.6448165466917586e-11	nan	106.00593213976772	1003.5163799919355
0.007278953843983146	0.001	0.009435207222583593	0.003981681956742289	79.82252471069474	1009.669774732467	5.496507957359015e-13	nan	105.98601349278847	1003.481691983233
0.009236708571873866	0.001	0.009437613753971643	0.003949846006182319	79.840847414664	1010.4425468852808	1.1010812123333803e-14	nan	105.95898773449684	1003.4498568107947
0.011721022975334805	0.001	0.009440829082473776	0.003919858237275678	79.82157356182036	1011.4756507429312	1.1898738557581966e-16	nan	105.92290054868471	1003.4198699184203
0.014873521072935119	0.001	0.009445079975234244	0.0038906485200459096	79.77103537865288	1012.8425680258962	6.042352196269363e-19	nan	105.87522843873	1003.3906612004171
0.018873918221350976	0.001	0.009450659524503855	0.0038611131477584272	79.69847976282324	1014.638596451298	1.2022898719469494e-21	nan	105.81272104948658	1003.3611269822829
0.02395026619987486	0.001	0.009457945182640511	0.0038301508045042666	79.6162933847134	1016.9870072377165	7.365676190506568e-25	nan	105.73121123977752	1003.330165990095
0.03039195382313198	0.001	0.009467418604215619	0.00379098323684008	79.59837494397217	1020.0460226380188	8.773053060615896e-29	nan	105.62541298794198	1003.2910001204116
0.03856620421163472	0.001	0.009479698107111566	0.0037515268340213527	79.58166941467982	1024.0202563001167	1.595142295062442e-33	nan	105.48859137716748	1003.2515457064002
0.04893900918477494	0.001	0.0094953645509823	0.0037121110906877973	79.57670930252068	1029.1056344573317	2.943011650765693e-39	nan	105.31454528478841	1003.2121323055314
0.06210169418915616	0.001	0.00951534167240454	0.00367031583811237	79.60822464130847	1035.6146582747908	2.3796399675708313e-46	nan	105.0934411425395	1003.1703398875633
0.07880462815669913	0.001	0.00954012804601939	0.0036347129300729293	79.58534588538974	1043.728730032751	6.118613993808546e-55	nan	104.82039603412338	1003.1347402451971
0.1	0.001	0.00957036820401688	0.0036099979075109893	79.42795038118749	1053.685412063759	2.5972776274386377e-65	nan	104.48918773890846	1003.1100288142728
