# g	 T	 Q2	 P2	 Ntot	 Energy	 Cv	 beta	 Nc
0.0001	0.001	0.007336918543871203	166.45819436061046	1013.7197272184603	0.0077595432919829975	0.007630249058499382	105.84468211626451	1006.8369290620788
0.0001438449888287663	0.001	0.006375075601880566	129.1784873444598	1011.9530577381678	0.008347164677447194	0.007115277680392429	105.90624091954858	1005.8750838211929
0.00020691380811147902	0.001	0.005643801950315998	104.99457906943036	1010.4879818915435	0.009345319962247777	0.006280705400427372	105.95739961749645	1005.1438087088313
0.00029763514416313193	0.001	0.0051244573352804915	90.30035011713353	1009.4545360322243	0.01101199865604996	0.004993664977170863	105.99354583486009	1004.6244632578362
0.00042813323987193956	0.001	0.004788819421741697	82.5266854558451	1008.8000732326649	0.013699618272772303	0.003287066387898878	106.01646211559492	1004.2888249920002
0.0006158482110660267	0.001	0.00458471159261309	79.35417879401352	1008.4267146983873	0.017754180876682273	0.0016134388898661643	106.02954429809604	1004.0847171742149
0.0008858667904100823	0.001	0.00444934645209287	78.5746420824815	1008.2190327958571	0.023364139343756175	0.0005401134942121575	106.0368241003857	1003.9493522923392
0.0012742749857031334	0.001	0.004340603899195966	78.6680516489306	1008.1082373302343	0.03059074885143844	0.00011586328489249818	106.04070859363442	1003.8406101626259
0.0018329807108324356	0.001	0.004244224883694572	78.97458130498404	1008.0889052090437	0.039528783132914413	1.5091649843900088e-05	106.04138643686662	1003.744231698585
0.0026366508987303583	0.001	0.004159100248099047	79.29395499593136	1008.1930560366227	0.05038351634097405	1.1191292903841413e-06	106.0377347954741	1003.6591077327636
0.00379269019073225	0.001	0.004085967236073686	79.56123497384007	1008.4729479371064	0.06348500295781943	4.3211176865425856e-08	106.02792397231653	1003.5859755093969
0.005455594781168515	0.001	0.004024123889445509	79.74514881715082	1009.0025898485693	0.07932607412667747	7.620889792200525e-10	106.00936879659756	1003.5241330804681
0.007847599703514606	0.001	0.003971366208385797	79.83264338027189	1009.889408020537	0.09863982265436201	5.0494872346838625e-12	105.97832956747438	1003.4713764711651
0.011288378916846883	0.001	0.003924513413020689	79.82689115909737	1011.2924517598647	0.12252067918747434	8.370041115315293e-15	105.92929625745982	1003.424524948317
0.01623776739188721	0.001	0.0038798639334245533	79.74627839492837	1013.4484721578201	0.15261699066552128	-7.775010767839657e-16	105.8541245777517	1003.3798770189877
0.023357214690901212	0.001	0.003833508904284617	79.62496106230216	1016.7094070418611	0.191449956225739	1.5516765617645375e-15	105.74083323987504	1003.333523936896
0.03359818286283781	0.001	0.003774852631302631	79.58621209837968	1021.594932980404	0.24360000650872854	-3.0934861706297287e-15	105.57200400200712	1003.2748703057925
0.04832930238571752	0.001	0.0037143754840873347	79.57493300389108	1028.803685272803	0.3136430392247007	3.838141873115734e-117	105.32484738971976	1003.2143965617386
0.06951927961775606	0.001	0.003651081629524309	79.62254626344551	1039.269689567792	0.41037517183002575	3.058350598022192e-15	104.9700945885743	1003.1511072044525
0.1	0.001	0.0036099979075159003	79.42795038111565	1053.6854120637677	0.5395377430427856	6.060785457892027e-15	104.48918773890817	1003.1100288142777
