#T	Unperturbed_Cv	Perturbed_Cv	Bogoliubov_Cv	<H_int>
0.000630957344480193	3.4724954697705245e-06	0.00010093306264407992	4.830754536476877e-37	0.0009259552552881234
0.0007280225943623166	6.952289300712137e-06	5.704305240116604e-05	1.4363561004031297e-32	0.003812017389021894
0.0008400201733742976	1.887602677420146e-05	2.333645802129818e-05	1.9354484567353405e-28	0.012746224430418344
0.0009692472419676186	4.3464930699434644e-05	5.2669079037382894e-05	7.204016641171451e-25	0.03558196491357916
0.0011183543512867959	8.65883590123276e-05	0.00010323487846734664	8.794769661680326e-22	0.0849137073165786
0.0012903998081058197	0.00015189533364122062	0.0001786195580912033	4.0867253052304813e-19	0.1768139270228444
0.0014889124031605995	0.0002384674762342963	0.0002770111445949479	8.223034352575744e-17	0.32706761780831467
0.0017179637894859923	0.00034026600696507813	0.00039082515073696796	8.010922719648274e-15	0.5461552970291309
0.0019822519952953374	0.00044798448337154766	0.0005090911843950833	4.161780632279439e-13	0.8354661235178785
0.0022871977843188294	0.0005522490696795306	0.00062122453118039	1.2534142589488518e-11	1.1867409606596786
0.002639055840028831	0.0006462879853160574	0.0007199747659334329	2.3521386130011093e-10	1.5847751396672223
0.0030450430542299928	0.000726893630312567	0.0008023023057684306	2.926972665118257e-09	2.0116272087679237
0.0035134865513164067	0.0007938458515190208	0.0008685233579012037	2.5483258514857162e-08	2.450316732972918
0.004053994484292399	0.0008487356351455808	0.0009208687830720317	1.6256346298783844e-07	2.886985897826763
0.004677653105720716	0.0008940609372257744	0.0009624219596654838	7.906642335514912e-07	3.311638059655629
0.005397254155681914	0.0009330173346279337	0.000996847283658569	3.0344694612664994e-06	3.7181941347580625
0.0062275572306547435	0.0009699148052288296	0.0010287967529972134	9.468643735287765e-06	4.104684466363599
0.00718559251471459	0.0010106764713458509	0.0010644206715663437	2.4666798407360787e-05	4.474013603814239
0.00829101008231022	0.0010626521861819358	0.001111206652354228	5.4963164832829334e-05	4.8349689126768975
0.009566482937099859	0.001133454063767684	0.0011768500435727343	0.00010721044419139613	5.202471897852316
0.01103817205349753	0.0012296359841908612	0.0012679679544992698	0.00018738958952526405	5.59631736353733
0.012736262959305578	0.0013567586543368419	0.001390183748828332	0.00030062154679224543	6.0390733137846855
0.014695584865175299	0.0015215922570418507	0.0015503264280948752	0.00045333215356324044	6.5552466809865075
0.01695632503973868	0.0017353888053474864	0.0017596857275388375	0.0006564986183740968	7.1735238477043
0.019564853082820063	0.00201632255529303	0.002036443850965713	0.0009280726616015997	7.931816127791707
0.02257467200323455	0.002390496686393541	0.002406678372215729	0.0012939712322247012	8.883172749399277
0.026047515608543806	0.0028928873235116496	0.0029053118416061297	0.0017890144265720756	10.101315550193595
0.030054614715116112	0.0035702734607611516	0.003579057616210984	0.0024598470426874263	11.686716663014103
0.03467815814947782	0.0044872571070349275	0.004492439357065158	0.0033709481313075745	13.775834315734809
0.04001297850726913	0.0057356025835923665	0.005737127911188106	0.004613964502821601	16.556112904754613
0.04616849724607674	0.007447484512219308	0.007445192654359775	0.0063209499144626265	20.28910843375332
0.05327096900756246	0.009814423154750758	0.009808036082971913	0.008683289756592685	25.344718734427218
0.061466071201739754	0.013115202910263838	0.01310430824824648	0.011979606078262558	32.25137496994675
0.07092189196785584	0.017757931055363226	0.017741956010987128	0.016617798369688994	41.77014509659175
0.08183237779736027	0.024344005739831556	0.024322175528713973	0.02319898611411905	55.005336117266765
0.09442131153248146	0.0337650703337202	0.033736343972119075	0.03261442519355259	73.57103343389224
0.10894690233236136	0.0473460858655954	0.04730906008051292	0.04618852001507564	99.8422319767105
0.12570708175064838	0.06704325871572676	0.06699602723025654	0.06587664622211233	137.32792148582624
0.1450456145513586	0.0956893480085989	0.09562930076818435	0.09451024692461807	191.20279361777742
0.16735914960075646	0.13725623157931904	0.13717978365654804	0.13605891371719	269.0126768456882
0.19310535545472002	0.1970998711302223	0.1970021376657106	0.19587444736874227	381.5290307188885
0.22281230750903133	0.2821955659016887	0.2820700733534295	0.28092587528648055	543.7034225462132
0.2570893192506002	0.4014654503521116	0.40130339542675375	0.4001310061893048	775.7171324321539
0.29663943976729373	0.5670863452110931	0.5668784746484188	0.5656723527207865	1104.2657480150624
0.3422738738503562	0.794434297142888	0.7941736455784394	0.792954909045663	1565.614503280774
0.39492862045731986	1.1059432754624305	1.105630229897239	1.1044502663377433	2206.467033565967
0.45568367080366823	1.5339649105428677	1.533612453011102	1.5325337612400005	3092.94876130488
0.525785159851554	2.1374728097816087	2.1371234240476373	2.1361714815680766	4316.216351431212
0.6066709255404349	2.9984937365479376	2.998357620456322	2.997360610976286	6028.159677901139
0.7	3.21498747707258	3.215046724302509	3.214012599771451	8439.429207212315
