# g	 T	 Q2	 P2	 Ntot	 Energy	 Cv	 beta	 Nc	 ThermoPot	 ModifiedTP
0.01	0.001	0.003939695481137106	79.83836884074694	1010.7547516119877	0.11396554460675908	0	105.94807697585193	1003.4397065659751	0.11396554460675637	11.78411593327619
0.01	0.0011829087159678172	0.003939696561818456	79.83834511110022	1010.7547500322235	0.1139653863863632	0	89.56572523380729	1003.4397076466196	0.11396538638595627	11.784096470714788
0.01	0.0013992730303126304	0.003939696562302239	79.83834512902477	1010.7547500331615	0.11396538641304615	0	75.71651474433496	1003.4397076471034	0.11396538638480093	11.784096472163316
0.01	0.0016552122635755085	0.003939696579337278	79.83834576336038	1010.7547500674875	0.11396538735530115	0	64.00875546979897	1003.4397076641386	0.11396538633520954	11.784096523439867
0.01	0.0019579650133602893	0.003939696923000245	79.83835855903807	1010.7547507598207	0.11396540636734338	0	54.11132286975709	1003.4397080078035	0.11396538515704148	11.784097557865694
0.01	0.00231609387986393	0.003939701223870733	79.83851870898346	1010.7547594241124	0.11396564433207912	0	45.74429284754155	1003.439712308696	0.11396536768579635	11.78411050394555
0.01	0.0027397276374907615	0.003939737080166299	79.83985396528635	1010.7548316589066	0.11396762844746348	0	38.671024348985064	1003.439748165177	0.11396519461422296	11.784218426271005
0.01	0.0032408477017657382	0.003939948613455284	79.84773166310225	1010.7552578083572	0.11397933463610922	0	32.69146502364323	1003.4399596995589	0.1139639778473532	11.78485499360341
0.01	0.0038336269935429577	0.003940878134496854	79.88234957884104	1010.7571304040218	0.11403077890266718	0	27.636489945119695	1003.4408892254045	0.11395758572812005	11.78765140950319
0.01	0.0045348307844314635	0.003944055265879919	80.00068663433869	1010.7635310125877	0.11420665360040055	0	23.36311436071418	1003.444066373209	0.1139313678171799	11.797205900059057
0.01	0.0053642908603431525	0.003952815995043932	80.3271019537316	1010.7811803357157	0.11469190693563948	0	19.75044909457163	1003.4528271476712	0.11384421430521374	11.823537998419315
0.01	0.006345466413686417	0.003972912264673844	81.07665229277926	1010.8216665521035	0.11580684281528444	0	16.696288680318013	1003.4729235213214	0.11360180636310963	11.883899580251825
