#T	Unperturbed_Cv	Perturbed_Cv	Bogoliubov_Cv	<H_int>
0.000630957344480193	2.3083761729892513e-20	nan	4.148669181544023e-107	2.4623572489376385e-20
0.0007280225943623166	3.7729533211597965e-18	nan	3.129058540677859e-93	2.0027407855915715e-17
0.0008400201733742976	5.586711624230468e-16	nan	5.960434379549671e-81	6.539850162066772e-15
0.0009692472419676186	4.1681567046590915e-14	nan	2.568124140658514e-70	9.683851892481726e-13
0.0011183543512867959	1.716705103596777e-12	nan	4.147835164188466e-61	7.225346896060695e-11
0.0012903998081058197	4.223982501778072e-11	nan	3.8907819329273733e-53	2.9763704438851656e-09
0.0014889124031605995	6.647649106700963e-10	nan	3.0978105233286667e-46	7.32704818259048e-08
0.0017179637894859923	7.0973592290470305e-09	nan	2.9087260459178345e-40	1.1545028837938275e-06
0.0019822519952953374	5.40768359381646e-08	nan	4.2833947281864806e-35	1.2357210738224345e-05
0.0022871977843188294	3.0713695831789185e-07	nan	1.266705296244717e-30	9.46010124301625e-05
0.002639055840028831	1.350004073303986e-06	nan	9.323121297049836e-27	0.0005416562336629935
0.0030450430542299928	4.742872821479854e-06	nan	2.058170190503723e-23	0.0024110803567315483
0.0035134865513164067	1.3694659988338437e-05	nan	1.6034564450526442e-20	0.008627886997223716
0.004053994484292399	3.329094402199519e-05	nan	5.080977301684726e-18	0.025548591958503855
0.004677653105720716	6.957446747179806e-05	nan	7.412546802578606e-16	0.06418530083984816
0.005397254155681914	0.00012732229417098214	nan	5.5449769018254e-14	0.13978669093868742
0.0062275572306547435	0.0002074340407810112	nan	2.3339687266537106e-12	0.2689044953649744
0.00718559251471459	0.00030555578284007624	nan	5.984718086798531e-11	0.46455167236962036
0.00829101008231022	0.00041306345715058884	nan	1.000100320602072e-09	0.731613731771309
0.009566482937099859	0.0005199912728430095	nan	1.1533752570306266e-08	1.0649165071844673
0.01103817205349753	0.0006182230380023554	nan	9.639361417326439e-08	1.450855452066005
0.012736262959305578	0.0007034682959518774	nan	6.088545377042719e-07	1.8714759732416564
0.014695584865175299	0.0007760315232113006	nan	3.0140227504303266e-06	2.30912255738997
0.01695632503973868	0.0008418484268682058	nan	1.206946160816236e-05	2.7508368837421604
0.019564853082820063	0.0009155596494522389	nan	4.0196058224573545e-05	3.193646145057001
0.02257467200323455	0.0010262193253804518	nan	0.00011410001878578911	3.653194357836077
0.026047515608543806	0.0012242574498743685	nan	0.00028218266526645175	4.177609435371673
0.030054614715116112	0.0015870999829054936	-2.3438945204675616	0.000620282156451314	4.866054542619639
0.03467815814947782	0.002222010665469231	-0.0064075602861623495	0.001234475703418947	5.888885536976033
0.04001297850726913	0.003268241760830559	0.0032522655367813054	0.002263139198584238	7.506511142142165
0.04616849724607674	0.004904150033709988	0.004902942417276977	0.0038839732267517166	10.088261616103425
0.05327096900756246	0.007365795064727942	0.007364735885148762	0.00633253020239586	14.138889486683814
0.061466071201739754	0.010981481304021868	0.010980209418942911	0.00993670459890815	20.34497952138081
0.07092189196785584	0.016224709437150254	0.016223115168277978	0.015169646574251468	29.654727317016228
0.08183237779736027	0.023789213976973984	0.023787249426688615	0.022724770124166058	43.404581845067064
0.09442131153248146	0.034687849973460055	0.03468537245263978	0.03361481206351429	63.50923495044583
0.10894690233236136	0.050415264758945186	0.05041211174668266	0.049333685771465484	92.72815014358848
0.12570708175064838	0.07310791575938401	0.07310410441520118	0.07201750140105148	135.09023416545818
0.1450456145513586	0.10574976417923394	0.10574515153079829	0.10465002106372635	196.37139868877262
0.16735914960075646	0.15238887546307214	0.15238276587975552	0.1512785161510289	284.77007855095206
0.19310535545472002	0.21831708488609772	0.21830770975395303	0.21719396271177505	411.64138212620753
0.22281230750903133	0.31032021685866773	0.31030408459394543	0.309181032149066	592.3159102430412
0.2570893192506002	0.4371493541602806	0.43712148621369334	0.4359892587973644	847.0849089340792
0.29663943976729373	0.6104904476013984	0.6104465308456879	0.6093025130613192	1202.6321744648537
0.3422738738503562	0.846808123871446	0.8467505537838151	0.8455826199076089	1694.4546914451616
0.39492862045731986	1.1645962764933253	1.1645216261129736	1.163323743620386	2371.134123745891
0.45568367080366823	1.6193896920491946	1.6192929160051557	1.6180434049677186	3291.389332407153
0.525785159851554	2.2565274371064876	2.256397461554477	2.2550829320561228	4587.972029793507
0.6066709255404349	3.1987964815512724	3.198746600129087	3.1972115112117034	6383.575491181357
0.7	3.458273713919431	3.458327237717792	3.456727063141155	8990.744644622619
