# g	 T	 Q2	 P2	 Ntot	 Energy	 Cv	 beta	 Nc	 ThermoPot
0.1	0.001	0.003609998347572248	79.42794546982377	1053.6854188071443	0.5395379798810034	0	104.48918751600485	1003.1100292543669	0.5395379798810039
0.1	0.0011829087159678172	0.003609997907517218	79.42795038110599	1053.6854120637913	0.5395377430426723	0	88.33241849386303	1003.1100288142791	0.5395377430426721
0.1	0.0013992730303126304	0.0036099979075187184	79.42795038108302	1053.6854120637922	0.539537743043013	0	74.67390957686224	1003.1100288142807	0.5395377430430132
0.1	0.0016552122635755085	0.0036099979075179694	79.42795038109466	1053.6854120637865	0.5395377430428994	0	63.127364410166415	1003.1100288142798	0.5395377430428993
0.1	0.0019579650133602893	0.0036099979075182097	79.42795038108711	1053.685412063789	0.5395377430426722	0	53.36621799976984	1003.11002881428	0.539537743042672
0.1	0.00231609387986393	0.0036099979075183263	79.42795038108545	1053.6854120637827	0.5395377430432403	0	45.11440086575696	1003.1100288142802	0.5395377430432404
0.1	0.0027397276374907615	0.003609997907518389	79.42795038108247	1053.6854120637852	0.5395377430438091	0	38.138531111291876	1003.1100288142802	0.5395377430438087
0.1	0.0032408477017657382	0.0036099979075194413	79.42795038107843	1053.6854120637972	0.5395377430434678	0	32.241313802551566	1003.1100288142813	0.5395377430434677
0.1	0.0038336269935429577	0.003609997907517479	79.4279503811002	1053.6854120638293	0.5395377430428991	0	27.255960977658766	1003.1100288142793	0.5395377430428993
0.1	0.0045348307844314635	0.0036099979075175023	79.42795038109354	1053.685412063808	0.5395377430424523	0	23.04147446860176	1003.1100288142793	0.5395377430424443
0.1	0.0053642908603431525	0.0036099979075296432	79.427950381173	1053.6854120637686	0.5395377430410476	0	19.478658122617908	1003.1100288142915	0.5395377430397859
0.1	0.006345466413686417	0.003609997907940763	79.42795039275269	1053.685412064501	0.5395377431001047	0	16.46674663875191	1003.1100288147026	0.5395377430068028
0.1	0.00750610752763071	0.0036099979205731626	79.42795085930399	1053.6854120891398	0.5395377461688795	0	13.920555674620259	1003.1100288273352	0.5395377426150292
0.1	0.008879040017426001	0.003609998177088773	79.42796084252906	1053.6854126062692	0.5395378144070824	0	11.768072620002304	1003.1100290838542	0.5395377371151885
0.1	0.010503093826040264	0.0036100014837847434	79.42809116017999	1053.6854193263916	0.5395387129259873	0	9.948419887460359	1003.1100323905996	0.5395376657892895
0.1	0.012424201231450792	0.0036100299065143847	79.42921534822301	1053.685477222359	0.5395464829974579	0	8.410133065180556	1003.1100608137616	0.5395369704736455
0.1	0.01469669592562123	0.0036102022461165627	79.43604013729187	1053.685828545843	0.5395936951081658	0	7.109705099761572	1003.1102331560035	0.5395320236193307
0.1	0.017384849706346062	0.003610977831907215	79.46676899525332	1053.6874101265873	0.5398064254408103	0	6.010355191887772	1003.1110087537062	0.539505582210108
0.1	0.020564690243427296	0.0036136843720147005	79.5740315671894	1053.6929306192421	0.5405508716645603	0	5.080987750180579	1003.1137153354354	0.5393951881070487
0.1	0.02432615133012848	0.0036212851873838625	79.87536418471316	1053.7084419171892	0.5426649701456051	0	4.295312689489516	1003.1213162677864	0.5390210410631195
0.1	0.02877561643436108	0.003639010263289531	80.57869835903742	1053.7446749397723	0.5477935679249912	0	3.6311030593366587	1003.1390416167991	0.5379505699572023
0.1	0.03403892748755249	0.003674270197233487	81.98110823192135	1053.8171151519825	0.5592192940172565	0	3.069568942045124	1003.1743020953489	0.5352454907108318
0.1	0.04026494400722235	0.0037355542655138877	84.43172543479	1053.9446807803745	0.5848069550541904	0	2.594828368802646	1003.2355871152556	0.5288622288700906
0.1	0.04762975321409943	0.003830717695134488	88.27762282161854	1054.148766145895	0.6458422599208294	0	2.1934582679713475	1003.3307520380391	0.5139556580963002
0.1	0.05634165021635438	0.0039655603603872235	93.82723311726242	1054.455721189337	0.7978487098246582	0	1.8541121365270048	1003.4655968570254	0.47829218008677216
0.1	0.06664702911293566	0.004143362372661932	101.35086972266959	1054.9051832659063	1.1714788615596312	0	1.5671951247924516	1003.6434017868411	0.39134503971800716
0.1	0.07883735163105242	0.0043653425200674755	111.1092171884158	1055.56500462801	2.0457533449266165	0	1.3245895397102794	1003.8653857131906	0.1811775227022893
0.1	0.09325739038819152	0.004631537981208244	123.38727240080351	1056.5532343462094	3.97727582147207	0	1.119424022597515	1004.1315859183486	-0.3111482718823242
0.1	0.1103149799186051	0.0049416282448464565	138.51771770664172	1058.0696390287721	8.030311733966094	0	0.9458794013020266	1004.4416820077794	-1.4183789783921288
0.1	0.1304925512475327	0.005295486221755858	156.8892592917222	1060.4420930071485	16.180575594423697	0	0.799024876783925	1004.7955470224418	-3.809403271387346
0.1	0.15436077623958336	0.005693449359937268	178.94136577882753	1064.1951715073535	31.995837330307353	0	0.6746796750096521	1005.1935185486532	-8.787711297480103
0.1	0.1825947076173611	0.006136386337683483	205.1469650957478	1070.1501157396995	61.73725527903109	0	0.5692965986168759	1005.6364654007717	-18.830210369935266
0.1	0.21599287113017165	0.006625637667564204	235.98214297970077	1079.5709024188636	116.11262656647958	0	0.4798644030998012	1006.1257282088056	-38.54837769986317
0.1	0.2554998498467936	0.007162889341434675	271.8785005121199	1094.3865556033807	213.1175410740963	0	0.4038258445243783	1006.662993035507	-76.40692453593468
0.1	0.30223299931224074	0.0077808317457486505	314.05508712676834	1116.6914297031174	379.32633262118827	0	0.33909553156289013	1007.2809476757866	-145.7975859562198
0.1	0.35751404913954454	0.008382105651197676	359.23803920259314	1154.1844407570468	678.3801262237901	0	0.28352421563619545	1007.8822407413533	-282.6908031469719
0.1	0.42290648480811377	0.00906841494954759	409.7992346868166	1211.954390914509	1188.9221419364646	0	0.2358134500074217	1008.5685668591749	-535.2851923665869
0.1	0.5002597669188291	0.00980610966728716	462.4161341948722	1305.355379433088	2081.1702820634205	0	0.1944777157242899	1009.306276160737	-1015.5750777491124
0.1	0.5917616385363117	0.010593460578086685	510.6236029287729	1464.857105470124	3689.1931335518866	0	0.15820848802311702	1010.0936313553943	-1961.532140670145
0.1	0.7	0.011628299499934562	536.8903533638958	2166.5978736465286	6125.011952448459	0	0.11738633175269733	1011.1284202672616	-3199.0400852106254
