# g	 T	 Q2	 P2	 Ntot	 Energy	 Cv	 beta	 Nc	 ThermoPot
0.001	0.001	0.00441129319313947	78.55627378876474	1008.1726854724385	0.025590847926848955	0	106.03844897006134	1003.9112991588294	0.025541373283211054
0.001	0.0011829087159678172	0.004419284436085223	78.82228414035951	1008.1887430487834	0.02568311346457615	0	89.64164738340175	1003.9192904219404	0.025525326274064696
0.001	0.0013992730303126304	0.0044381752307142575	79.45292453725502	1008.2267049847517	0.025902319074107536	0	75.77974622331615	1003.938181264471	0.025479733685032358
0.001	0.0016552122635755085	0.004476165195656898	80.72436280144966	1008.303048479983	0.026344889285776666	0	64.06059284364274	1003.9761713259884	0.02536766978315178
0.001	0.0019579650133602893	0.004542673737198574	82.96311958637226	1008.4367056118003	0.02712594529333291	0	54.15275217736022	1004.042680037581	0.025126099486104177
0.001	0.00231609387986393	0.0046464173834079615	86.49465616232575	1008.6452021673505	0.028361872955710674	0	45.77616167080104	1004.1464239520416	0.024658992010842366
0.001	0.0027397276374907615	0.004793850747236577	91.60986331140292	1008.9415298349055	0.030158699122388256	0	38.69417741589388	1004.2938577044217	0.023832211548868977
0.001	0.0032408477017657382	0.004988719772899082	98.56751507044287	1009.3332531877905	0.03261229954622737	0	32.7068103353107	1004.4887272586002	0.02246855625679886
0.001	0.0038336269935429577	0.005232613919531654	107.62296154958175	1009.8236223307822	0.03581763054405953	0	27.645003293478048	1004.7326220931212	0.0203409844027944
0.001	0.0045348307844314635	0.005525925037146544	119.06248156986237	1010.4135016119487	0.03988083412543394	0	23.365811881008256	1005.0259340797585	0.017162551010400588
0.001	0.0053642908603431525	0.005868706512478546	133.23058170406512	1011.1031031227199	0.044932335838229955	0	19.74835277208345	1005.3687166314372	0.012572223376196616
0.001	0.006345466413686417	0.006261238558588082	150.54861416829218	1011.893152659034	0.05114769499421331	0	16.69039340718512	1005.7612499932537	0.0061151600192434034
0.001	0.00750610752763071	0.006704321341489992	171.52844449591296	1012.7855635045802	0.0587913177831575	0	14.105475361695301	1006.2043343701441	-0.0027862880045336617
0.001	0.008879040017426001	0.007199384726816472	196.78517118205875	1013.7838213226956	0.06829572817396529	0	11.920483663504962	1006.6993996745191	-0.014878072715669875
0.001	0.010503093826040264	0.007748503085141134	227.05159031812545	1014.8932335199586	0.08036950234751719	0	10.07359094174672	1007.2485203326886	-0.031145880252761604
0.001	0.012424201231450792	0.00835436689333694	263.1956990437949	1016.1210702073281	0.09611493338879512	0	8.512518061146771	1007.8543868875574	-0.05292078791639009
0.001	0.01469669592562123	0.009020242187918349	306.2418712159743	1017.4766120322602	0.1171781429362616	0	7.193062300469726	1008.5202654535864	-0.0820282443512589
0.001	0.017384849706346062	0.009749934176836552	357.39611434697804	1018.9712123108167	0.1460424179205313	0	6.077851669722276	1009.2499613305115	-0.1210030730764776
0.001	0.020564690243427296	0.010547753379547622	418.07559066112447	1020.6185297859586	0.18662487253627774	0	5.135290546865126	1010.0477851456736	-0.173423385188878
0.001	0.02432615133012848	0.011418479058405423	489.94232600142504	1022.4350287361094	0.24532065709292644	0	4.33866746205727	1010.9185162880399	-0.24445454473800818
0.001	0.02877561643436108	0.012367379011912621	574.9452982931062	1024.4408805880028	0.33269341700638166	0	3.665400258297402	1011.867422704472	-0.34174286393039455
0.001	0.03403892748755249	0.013400118751535814	675.3626401725239	1026.6609758831592	0.4662786779645933	0	3.0963980818856918	1012.9001700801094	-0.4768749293899843
0.001	0.04026494400722235	0.014522793988309989	793.8581269974777	1029.1267027096396	0.6754676004273794	0	2.6155214967030607	1014.0228543290708	-0.6678004554128336
0.001	0.04762975321409943	0.015741889848295706	933.5447062938314	1031.8784402405245	1.0102105032927224	0	2.209126056443566	1015.2419608148793	-0.9429221529598288
0.001	0.05634165021635438	0.01706426108187197	1098.0636986266559	1034.9694496528978	1.5566454349840573	0	1.8656761900431305	1016.5643445658544	-1.3481335626615538
0.001	0.06664702911293566	0.018497117412236096	1291.6866432826064	1038.471870659299	2.465364264507926	0	1.5754185990156175	1017.9972156314485	-1.9591199927692566
0.001	0.07883735163105242	0.02004801376234219	1519.4525609186603	1042.4860068966748	4.003036767030495	0	1.330105954063195	1019.5481293197817	-2.9031670401599525
0.001	0.09325739038819152	0.021724863419946377	1787.3644451605642	1047.154881242448	6.647730608020029	0	1.1227630457659947	1021.2249993778303	-4.398370618102987
0.001	0.1103149799186051	0.023535987484309257	2102.6881729918005	1052.687300848028	11.266593619896964	0	0.9474887398094842	1023.0361474611451	-6.825127603030863
0.001	0.1304925512475327	0.025490218037007295	2474.438908992755	1059.3946956748166	19.4478922701281	0	0.7992881154279414	1024.9904063421072	-10.858186022583059
0.001	0.15436077623958336	0.027597090390124878	2914.244802095584	1067.749841507975	34.11344927174791	0	0.6739301455438133	1027.0973122244434	-17.712722221698805
0.001	0.1825947076173611	0.02986710229647913	3438.1009858823536	1078.4785881557264	60.61153525605992	0	0.5678273595524356	1029.367364087948	-29.603217331646317
0.001	0.21599287113017165	0.03231186991072347	4070.4477684360986	1092.6983118729177	108.58076867893794	0	0.4779349981425698	1031.8121799617854	-50.591991822125976
0.001	0.2554998498467936	0.034943831948519334	4851.838709493633	1112.1200770233906	195.00852584787214	0	0.4016679064421314	1034.4442016707694	-88.13909316093982
0.001	0.30223299931224074	0.037776522905676055	5841.153487697217	1139.3417585369768	349.1872717691831	0	0.3368333796481815	1037.2769682289336	-155.91255279612636
0.001	0.35751404913954454	0.0408320566623654	7088.814240496451	1178.3673388850764	621.4852624799252	0	0.28157126411099337	1040.3325974251145	-279.1770276771635
0.001	0.42290648480811377	0.04415871901958845	8563.941126819664	1235.2118445691212	1097.0960532989145	0	0.23432404110235183	1043.6593727673192	-504.1465867780702
0.001	0.5002597669188291	0.04785091441986899	10117.33460964739	1319.2263539025498	1922.9473685109779	0	0.19379370228946327	1047.3516874206696	-916.8959937677556
0.001	0.5917616385363117	0.05208923867560384	11516.588934619036	1446.0311458473814	3365.791011921079	0	0.1588921048930522	1051.5901196138789	-1685.3954032652289
0.001	0.7	0.05712123425038211	12523.995751692615	1641.0747337465273	5907.116385559264	0	0.12877577806766863	1056.62219382781	-3138.3887239291157
