# g	 T	 Q2	 P2	 Ntot	 Energy	 Cv	 beta	 Nc	 ThermoPot
0.0001	0.001	0.007336918543871352	166.45819436063505	1013.7197272184577	0.007759543291983039	0	105.84468211626461	1006.836929062079	-0.00026860075257819667
0.0001	0.0011829087159678172	0.00786282218530529	190.56211126656848	1014.7775952537105	0.0089605142174271	0	89.4472144643005	1007.3628342266613	-0.0018402771103557445
0.0001	0.0013992730303126304	0.008446879187851582	219.41763580306875	1015.9529648196755	0.01040331391667693	0	75.58715708191657	1007.9468930526357	-0.003940664365681674
0.0001	0.0016552122635755085	0.009091811389480245	253.82655145646714	1017.2514811899138	0.012130577358281417	0	63.872199231814136	1008.5918274286411	-0.006714797152812595
0.0001	0.0019579650133602893	0.009800878465851006	294.7291050676998	1018.6799001510971	0.014193036488164472	0	53.97063188012527	1009.3008970897624	-0.010342885099315772
0.0001	0.00231609387986393	0.010577835664112509	343.2241536051536	1020.246008532999	0.016650944313877685	0	45.60199911793157	1010.077857352603	-0.015048410256645744
0.0001	0.0027397276374907615	0.01142690755100543	400.5926096397502	1021.9585775782233	0.019575782805063613	0	38.5291877701666	1010.926932864864	-0.021108041905862743
0.0001	0.0032408477017657382	0.012352739373069334	468.3233062638216	1023.8272721856497	0.023052311536249103	0	32.551736032365284	1011.8527689671915	-0.028863682095451017
0.0001	0.0038336269935429577	0.013360362940180113	548.142610896792	1025.86259012175	0.027181020755364493	0	27.50017285620161	1012.8603975785855	-0.038737190791617214
0.0001	0.0045348307844314635	0.014455158810489338	642.0480408647874	1028.0757948472829	0.03208108164794992	0	23.23123036633478	1013.9551993834655	-0.05124834000702795
0.0001	0.0053642908603431525	0.015642813099400712	752.3469657271866	1030.4788388827483	0.037893918324634596	0	19.62379500050729	1015.1428606430981	-0.06703670360649328
0.0001	0.006345466413686417	0.01692929095386972	881.7033353678489	1033.0843225670978	0.04478764551851266	0	16.575483375805966	1016.4293466728416	-0.08688843824537922
0.0001	0.00750610752763071	0.01832076881930886	1033.193107381449	1035.9053736094966	0.052963505283602885	0	13.999747370214164	1017.8208341125732	-0.11176892596979156
0.0001	0.008879040017426001	0.019823597545152265	1210.3764713067044	1038.9555993183674	0.06267073232590437	0	11.823425874175419	1019.3236740368153	-0.14286344450972796
0.0001	0.010503093826040264	0.02144425791379733	1417.3937598035852	1042.249060741993	0.07425547473258994	0	9.984674842344525	1020.9443474897356	-0.18163070650314583
0.0001	0.012424201231450792	0.02318929524339783	1659.098013263371	1045.8003054001285	0.08830689753206819	0	8.431217195502697	1022.689400096327	-0.22988302603744545
0.0001	0.01469669592562123	0.025065226977629192	1941.247687030744	1049.6245318945757	0.10598603745301133	0	7.118863123767109	1024.565349664379	-0.2899239546315932
0.0001	0.017384849706346062	0.02707847742158905	2270.808951810386	1053.7380242166844	0.12957096636223556	0	6.01025895875613	1026.5786209394607	-0.36479308393768356
0.0001	0.020564690243427296	0.02923494690772057	2656.408994179533	1058.157972450894	0.1631681692291496	0	5.073831034294581	1028.7351147995657	-0.45867811039699985
0.0001	0.02432615133012848	0.031540591033981984	3109.4484140052273	1062.9044224649667	0.21360229856432256	0	4.282889472699974	1031.040787563468	-0.5775357351839767
0.0001	0.02877561643436108	0.03399972396012007	3646.0205973436387	1067.997887207135	0.2918883734615353	0	3.614877421551772	1033.4999544085106	-0.7300719976603467
0.0001	0.03403892748755249	0.03661546417157196	4291.545070861811	1073.4622148743447	0.4160092628229298	0	3.0507284620240425	1036.1157354274678	-0.9292342237441906
0.0001	0.04026494400722235	0.03938172108109748	5084.3326557408545	1079.3110297971236	0.6161935885122813	0	2.574338811935274	1038.882042455967	-1.1949458349472144
0.0001	0.04762975321409943	0.04229740691430776	6063.745643129356	1085.5754807130031	0.9427496712718031	0	2.172084263163291	1041.7977902079	-1.557998545153653
0.0001	0.05634165021635438	0.04536256620591191	7231.209367363742	1092.2906497446363	1.4803211165486907	0	1.8324524211839446	1044.8630233096576	-2.0673149797769472
0.0001	0.06664702911293566	0.04859984238092528	8513.770499200358	1099.5350874728097	2.374508865902665	0	1.5456975426330228	1048.1003805761477	-2.8015055696425564
0.0001	0.07883735163105242	0.05206069172711358	9773.556332886521	1107.4547486893332	3.885230803917513	0	1.3035698855340097	1051.561309580941	-3.889995980148512
0.0001	0.09325739038819152	0.05581668427413759	10859.405492766056	1116.273206958772	6.488802050200839	0	1.099094202023885	1055.317370798758	-5.552633692086349
0.0001	0.1103149799186051	0.05994829673380966	11661.368819282596	1126.3060826203755	11.06812338057092	0	0.9263783046100772	1059.4490339905271	-8.173314495099111
0.0001	0.1304925512475327	0.06453217994634358	12133.369091304397	1137.9789489579284	19.269782452342696	0	0.780449028112244	1064.0329470821753	-12.439113078941062
0.0001	0.15436077623958336	0.06963799177235945	12286.088909601878	1151.8796097672825	34.167692315949225	0	0.6571063916284208	1069.1387686077637	-19.602664614415126
0.0001	0.1825947076173611	0.07533146113189154	12165.295347314219	1168.8537215148153	61.45841217399315	0	0.5527983889186677	1074.8322303785314	-31.976960233145345
0.0001	0.21599287113017165	0.08168104246062305	11830.551794123952	1190.1562721471112	111.51363736750329	0	0.46451626809201507	1081.1817905939401	-53.858514561138
0.0001	0.2554998498467936	0.08876642439179228	11340.464440087962	1217.6737092152257	202.75912059709742	0	0.38970925218771696	1088.2671415908324	-93.22390522068953
0.0001	0.30223299931224074	0.09668852451976001	10744.889152504551	1254.2432089777017	367.16291613097354	0	0.32621646344255184	1096.1892041144986	-164.82012978381323
0.0001	0.35751404913954454	0.1055808623734936	10083.03452261206	1304.1200280713683	659.3263689169221	0	0.27221332137219495	1105.0815001724309	-295.80828338482473
0.0001	0.42290648480811377	0.1156250645284238	9383.1354826979	1373.7064561832603	1172.2394385041982	0	0.2261687951906979	1115.1256581249083	-536.2780547624405
0.0001	0.5002597669188291	0.12707127077119937	8664.102498053995	1472.7472110431468	2065.8144697077546	0	0.18681139472164224	1126.571818954488	-979.4345588762205
0.0001	0.5917616385363117	0.14025876767735937	7939.9359819875035	1616.2602718985393	3618.983611957721	0	0.15310560903604212	1139.7592701225008	-1801.061978321848
0.0001	0.7	0.15565956251369462	7217.916397837913	1827.8501788509407	6327.041826939249	0	0.12423103508350294	1155.1600193517977	-3339.3614131433997
