        -5	5.23246e-009
  -4.96109	1.15126e-009
  -4.92218	3.11626e-010
  -4.88327	3.44277e-009
  -4.84436	1.03088e-008
  -4.80545	2.12791e-008
  -4.76654	3.77864e-008
  -4.72763	5.98295e-008
  -4.68872	9.22985e-008
  -4.64981	1.36599e-007
  -4.61089	1.91065e-007
  -4.57198	2.66487e-007
  -4.53307	3.63803e-007
  -4.49416	4.89242e-007
  -4.45525	6.50741e-007
  -4.41634	8.61504e-007
  -4.37743	1.13689e-006
  -4.33852	1.49734e-006
  -4.29961	1.96089e-006
   -4.2607	2.56123e-006
  -4.22179	3.31245e-006
  -4.18288	4.30095e-006
  -4.14397	5.54208e-006
  -4.10506	7.12405e-006
  -4.06615	9.12122e-006
  -4.02724	1.16746e-005
  -3.98833	1.49063e-005
  -3.94942	1.89335e-005
  -3.91051	2.40514e-005
   -3.8716	3.04584e-005
  -3.83268	3.8513e-005
  -3.79377	4.85015e-005
  -3.75486	6.09958e-005
  -3.71595	7.65163e-005
  -3.67704	9.56955e-005
  -3.63813	0.000119424
  -3.59922	0.000148651
  -3.56031	0.000184631
   -3.5214	0.000228841
  -3.48249	0.000282956
  -3.44358	0.000348917
  -3.40467	0.000429092
  -3.36576	0.000526416
  -3.32685	0.000644154
  -3.28794	0.00078585
  -3.24903	0.000956469
  -3.21012	0.00116081
  -3.17121	0.0014049
   -3.1323	0.00169574
  -3.09339	0.00204062
  -3.05447	0.00244844
  -3.01556	0.0029299
  -2.97665	0.00349546
  -2.93774	0.0041581
  -2.89883	0.00493176
  -2.85992	0.00583097
  -2.82101	0.0068737
   -2.7821	0.00807862
  -2.74319	0.0094648
  -2.70428	0.011055
  -2.66537	0.0128719
  -2.62646	0.0149396
  -2.58755	0.0172851
  -2.54864	0.0199339
  -2.50973	0.0229142
  -2.47082	0.0262546
  -2.43191	0.0299846
    -2.393	0.0341324
  -2.35409	0.0387229
  -2.31518	0.0437859
  -2.27626	0.049345
  -2.23735	0.0554233
  -2.19844	0.0620402
  -2.15953	0.0692142
  -2.12062	0.0769579
  -2.08171	0.0852794
   -2.0428	0.0941803
  -2.00389	0.103659
  -1.96498	0.113704
  -1.92607	0.1243
  -1.88716	0.13542
  -1.84825	0.147036
  -1.80934	0.159107
  -1.77043	0.171587
  -1.73152	0.184421
  -1.69261	0.19755
   -1.6537	0.210897
  -1.61479	0.224386
  -1.57588	0.237927
  -1.53696	0.251436
  -1.49805	0.264804
  -1.45914	0.27793
  -1.42023	0.290707
  -1.38132	0.303016
  -1.34241	0.314741
   -1.3035	0.325759
  -1.26459	0.335941
  -1.22568	0.345168
  -1.18677	0.353319
  -1.14786	0.360266
  -1.10895	0.36589
  -1.07004	0.370067
  -1.03113	0.37269
 -0.992218	0.373656
 -0.953307	0.372874
 -0.914397	0.370257
 -0.875486	0.36574
 -0.836576	0.359266
 -0.797665	0.350813
 -0.758755	0.340378
 -0.719844	0.327984
 -0.680934	0.313682
 -0.642023	0.297564
 -0.603113	0.279745
 -0.564202	0.260404
 -0.525292	0.239742
 -0.486381	0.218005
 -0.447471	0.195484
  -0.40856	0.172508
  -0.36965	0.149435
 -0.330739	0.126654
 -0.291829	0.104576
 -0.252918	0.0836213
 -0.214008	0.0642095
 -0.175097	0.0467485
 -0.136187	0.031617
-0.0972763	0.0191533
-0.0583658	0.00964598
-0.0194553	0.00331646
 0.0194553	0.000315746
 0.0583658	0.000715383
 0.0972763	0.00450592
  0.136187	0.0115964
  0.175097	0.0218188
  0.214008	0.0349332
  0.252918	0.0506401
  0.291829	0.0685881
  0.330739	0.08839
   0.36965	0.109635
   0.40856	0.131905
  0.447471	0.154781
  0.486381	0.177854
  0.525292	0.200743
  0.564202	0.2231
  0.603113	0.244596
  0.642023	0.264959
  0.680934	0.283948
  0.719844	0.301369
  0.758755	0.317069
  0.797665	0.330931
  0.836576	0.342868
  0.875486	0.352839
  0.914397	0.360825
  0.953307	0.366843
  0.992218	0.370924
   1.03113	0.373122
   1.07004	0.373502
   1.10895	0.372156
   1.14786	0.369177
   1.18677	0.364678
   1.22568	0.358769
   1.26459	0.351562
    1.3035	0.34318
   1.34241	0.33375
   1.38132	0.323393
   1.42023	0.312241
   1.45914	0.30041
   1.49805	0.288017
   1.53696	0.275188
   1.57588	0.26203
   1.61479	0.248655
    1.6537	0.23516
   1.69261	0.221652
   1.73152	0.208218
   1.77043	0.194941
   1.80934	0.181897
   1.84825	0.169156
   1.88716	0.156778
   1.92607	0.144816
   1.96498	0.133314
   2.00389	0.122313
    2.0428	0.11184
   2.08171	0.10192
   2.12062	0.0925663
   2.15953	0.0837902
   2.19844	0.0755901
   2.23735	0.0679636
   2.27626	0.0609009
   2.31518	0.0543913
   2.35409	0.0484128
     2.393	0.0429482
   2.43191	0.0379752
   2.47082	0.0334676
   2.50973	0.0293982
   2.54864	0.0257387
   2.58755	0.0224621
   2.62646	0.0195391
   2.66537	0.016942
   2.70428	0.0146441
   2.74319	0.0126172
    2.7821	0.0108373
   2.82101	0.00928018
   2.85992	0.00792161
   2.89883	0.00674132
   2.93774	0.00571973
   2.97665	0.00483795
   3.01556	0.00408055
   3.05447	0.00343152
   3.09339	0.00287691
    3.1323	0.00240511
   3.17121	0.00200489
   3.21012	0.00166631
   3.24903	0.00138133
   3.28794	0.00114164
   3.32685	0.000940965
   3.36576	0.000773528
   3.40467	0.000634123
   3.44358	0.000518355
   3.48249	0.000422563
    3.5214	0.000343652
   3.56031	0.000278827
   3.59922	0.000225636
   3.63813	0.000182199
   3.67704	0.000146715
   3.71595	0.000117851
   3.75486	9.44933e-005
   3.79377	7.55159e-005
   3.83268	6.02306e-005
    3.8716	4.79004e-005
   3.91051	3.80698e-005
   3.94942	3.0145e-005
   3.98833	2.38137e-005
   4.02724	1.87966e-005
   4.06615	1.47969e-005
   4.10506	1.16285e-005
   4.14397	9.09077e-006
   4.18288	7.11727e-006
   4.22179	5.5383e-006
    4.2607	4.30004e-006
   4.29961	3.32415e-006
   4.33852	2.56443e-006
   4.37743	1.97381e-006
   4.41634	1.51992e-006
   4.45525	1.16471e-006
   4.49416	8.87851e-007
   4.53307	6.7049e-007
   4.57198	5.08506e-007
   4.61089	3.77676e-007
   4.64981	2.76839e-007
   4.68872	2.03256e-007
   4.72763	1.45481e-007
   4.76654	1.02417e-007
   4.80545	6.99561e-008
   4.84436	4.34755e-008
   4.88327	2.52053e-008
   4.92218	1.32706e-008
